canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url
immobilienverwaltung mag christian krenauer ges m b h,Immobilienverwaltung Mag. Christian Krenauer Ges.m.b.H.,Immobilienverwaltung Mag. Christian Krenauer Ges.m.b.H.,1,wien,35b6fb92-91ef-4863-98b3-e13b4ed28b98,Mariahilfer Straße 57-59 1060 Wien,http://www.krenauer.at/,http://www.krenauer.at/,verwaltung@krenauer.at,+43%20(0)%201%20535%2068%2049-0,https://firmen.wko.at/immobilienverwaltung-mag-christian-krenauer-gesmbh/wien/?firmaid=35b6fb92-91ef-4863-98b3-e13b4ed28b98&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung mag wölfl gmbh,Immobilienverwaltung Mag. Wölfl GmbH,Immobilienverwaltung Mag. Wölfl GmbH,1,steiermark,c0348c6e-1dba-41bc-9b32-b1a78291bac4,Vordernberger Straße 32 8700 Leoben,https://www.ivwoelfl.at/,https://www.ivwoelfl.at/,verwaltung@ivwoelfl.at,+43384222784,https://firmen.wko.at/immobilienverwaltung-mag-w%c3%b6lfl-gmbh/steiermark/?firmaid=c0348c6e-1dba-41bc-9b32-b1a78291bac4&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung manninger kg,Immobilienverwaltung Manninger KG,Immobilienverwaltung Manninger KG,1,niederösterreich,5e2f63e5-f684-413a-a33b-62de0a18ebb7,Liechtensteinstraße 1/1 2345 Brunn am Gebirge,http://www.hv-manninger.at/,http://www.hv-manninger.at/,hausverwaltung@hv-manninger.at,+43%202236%2028999,https://firmen.wko.at/immobilienverwaltung-manninger-kg/nieder%c3%b6sterreich/?firmaid=5e2f63e5-f684-413a-a33b-62de0a18ebb7&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung margarete kaps alleininhaber stefan sztatecsny e u,"Immobilienverwaltung Margarete Kaps, Alleininhaber Stefan Sztatecsny e.U.","Immobilienverwaltung Margarete Kaps, Alleininhaber Stefan Sztatecsny e.U.",1,wien,cff91b8c-2d54-4f4e-a0bc-22ef151e39c5,Berggasse 31/1/4.OG 1090 Wien,http://www.kaps.at/,http://www.kaps.at/,kaps@kaps.at,+43%201%207124594,https://firmen.wko.at/immobilienverwaltung-margarete-kaps-alleininhaber-stefan-sztatecsny-eu/wien/?firmaid=cff91b8c-2d54-4f4e-a0bc-22ef151e39c5&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung nagele gmbh,Immobilienverwaltung Nagele GmbH,Immobilienverwaltung Nagele GmbH,1,tirol,f580c19c-af86-4822-87e7-ac213a3fc1c7,Südtiroler Platz 8 6020 Innsbruck,,,,,https://firmen.wko.at/immobilienverwaltung-nagele-gmbh/tirol/?firmaid=f580c19c-af86-4822-87e7-ac213a3fc1c7&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung schnepfleitner gmbh,Immobilienverwaltung Schnepfleitner GmbH,Immobilienverwaltung Schnepfleitner GmbH,1,steiermark,ae488b12-74c2-4a10-a481-2f4a654ab462,Gewerbestraße 1172 8962 Gröbming,https://www.ioms.at/,https://www.ioms.at/,office@ioms.at,+43%203685%2024191 | +43%206644012813,https://firmen.wko.at/immobilienverwaltung-schnepfleitner-gmbh-immobilienverwaltung-hausverwaltung/steiermark/?firmaid=ae488b12-74c2-4a10-a481-2f4a654ab462&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung schobesberger gmbh,Immobilienverwaltung Schobesberger GmbH,Immobilienverwaltung Schobesberger GmbH,1,salzburg,b72846ce-90ea-4b62-83fb-df1d898beef2,IVS GmbH 0043 (0)662 630093,http://www.immovw.at/,http://www.immovw.at/,office@immovw.at,0043%20(0)662%20630093,https://firmen.wko.at/immobilienverwaltung-schobesberger-gmbh-ivs-gmbh/salzburg/?firmaid=b72846ce-90ea-4b62-83fb-df1d898beef2&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung sterzinger kg,Immobilienverwaltung Sterzinger KG,Immobilienverwaltung Sterzinger KG,1,tirol,ccdda5c8-05ef-46b3-8912-2d0c5abf83cc,0043 512 585827,http://www.sterzinger.at/,http://www.sterzinger.at/,hausverwaltung@sterzinger.at,0043%20512%20585827,https://firmen.wko.at/immobilienverwaltung-sterzinger-kg/tirol/?firmaid=ccdda5c8-05ef-46b3-8912-2d0c5abf83cc&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilienverwaltung wieser kg,Immobilienverwaltung Wieser KG,Immobilienverwaltung Wieser KG,1,steiermark,c7e90dae-1f4c-4fc2-a2a2-cdf1cc9fa070,Klosterwiesgasse 32/1 8010 Graz,http://www.hv-wieser.at/,http://www.hv-wieser.at/,office@hv-wieser.at,0316/22%2059%2088,https://firmen.wko.at/immobilienverwaltung-wieser-kg/steiermark/?firmaid=c7e90dae-1f4c-4fc2-a2a2-cdf1cc9fa070&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobilix e u,IMMOBILIX e.U.,IMMOBILIX e.U.,2,niederösterreich | steiermark,df9c3668-c44d-4d82-98da-f2d3896011e9 | 43d9f62a-f738-485b-b98b-cd1f81e56569,Roseggerstraße 20 8600 Bruck/Mur | Wehrgraben 22 3683 Yspertal,http://www.immobilix.at/index.php/de/,http://www.immobilix.at/index.php/de/,office@immobilix.at,+43%20664%20925%2036%2036,https://firmen.wko.at/immobilix-eu/steiermark/?firmaid=df9c3668-c44d-4d82-98da-f2d3896011e9&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immobuchhaltung gmbh,ImmoBuchhaltung GmbH,ImmoBuchhaltung GmbH,1,tirol,b515d36f-fb52-4354-a071-79aae5a8d65c,Weidenweg 10 6342 Niederndorf,,,,,https://firmen.wko.at/immobuchhaltung-gmbh/tirol/?firmaid=b515d36f-fb52-4354-a071-79aae5a8d65c&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immocentral immobilientreuhand gmbh,IMMOCENTRAL Immobilientreuhand GmbH,IMMOCENTRAL Immobilientreuhand GmbH,2,niederösterreich | wien,badcf9d6-38d0-4dcc-8fab-39b8ed58d9d3 | aa9f2214-c599-4eac-9e21-4971190ab9ab,Klostergasse 31 3100 St.Pölten | Seilerstätte 18-20/1. OG 1010 Wien,,,,,https://firmen.wko.at/immocentral-immobilientreuhand-gmbh/nieder%c3%b6sterreich/?firmaid=badcf9d6-38d0-4dcc-8fab-39b8ed58d9d3&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immocommerz management gmbh,ImmoCommerz Management GmbH,ImmoCommerz Management GmbH,1,oberösterreich,2a39bfe1-6c34-41dc-b821-21e6c37d19ac,Marktplatz 3 4100 Ottensheim,,,,,https://firmen.wko.at/immocommerz-management-gmbh/ober%c3%b6sterreich/?firmaid=2a39bfe1-6c34-41dc-b821-21e6c37d19ac&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immocon immobilien consulting gmbh,IMMOCON Immobilien Consulting GmbH,IMMOCON Immobilien Consulting GmbH,1,steiermark,1b6ab00d-7251-4be0-b5b8-e83957c01304,Volksgartenstraße 1 8020 Graz,,,office@immocon.co.at,+43%20316811725-0,https://firmen.wko.at/immocon-immobilien-consulting-gmbh/steiermark/?firmaid=1b6ab00d-7251-4be0-b5b8-e83957c01304&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immocontract real estate management gmbh,IMMOcontract Real Estate Management GmbH,IMMOcontract Real Estate Management GmbH,6,kärnten | niederösterreich | oberösterreich | steiermark | wien,dbe2a200-b7a0-42d4-86c9-c84c06edd055 | 7e48ef53-871f-4df9-a369-8ae81c251d37 | 27e694ed-e624-4977-8002-c5421e6944db | 241fc183-0ed1-4a07-817e-e562d67bf00d | 8c23c693-8a8f-4450-be9c-e5ab3f9cfd66 | 9058e0b6-ac3c-42d2-ad3f-5ffae29deb9a,Sternäckerweg 20a 8041 Graz | Hauptplatz 9-13/7 2500 Baden | Lastenstraße 3 9020 Klagenfurt am Wörthersee | Grillparzerstraße 18-20 4020 Linz | Schnirchgasse 17 1030 Wien | Jakov-Lind-Straße 4/2 1020 Wien,http://www.donath.at/,http://www.donath.at/,donath@donath.at,01/587%2015%2081-0,https://firmen.wko.at/immocontract-real-estate-management-gmbh/steiermark/?firmaid=dbe2a200-b7a0-42d4-86c9-c84c06edd055&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immoflott kg,ImmoFlott KG,ImmoFlott KG,1,wien,c3a85a09-8503-460c-ae39-2eb9ff0f0d4d,"Mariahilfer Straße 29, Tür 5 1060 Wien",,,,,https://firmen.wko.at/immoflott-kg/wien/?firmaid=c3a85a09-8503-460c-ae39-2eb9ff0f0d4d&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immogarant gebäudemanagement gesellschaft m b h,IMMOGARANT GEBÄUDEMANAGEMENT Gesellschaft m.b.H.,IMMOGARANT GEBÄUDEMANAGEMENT Gesellschaft m.b.H.,1,wien,c4ef1c67-a71f-4dd3-a5fe-aafad47b6b65,Tandelmarktgasse 8/1-3 1020 Wien,,,,,https://firmen.wko.at/immogarant-geb%c3%84udemanagement-gesellschaft-mbh/wien/?firmaid=c4ef1c67-a71f-4dd3-a5fe-aafad47b6b65&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immokorrekt hausverwaltung gmbh,Immokorrekt Hausverwaltung GmbH,Immokorrekt Hausverwaltung GmbH,1,tirol,febaa474-e24f-43a6-9a61-67eebc7cff84,Grabenweg 71 6020 Innsbruck,,,,,https://firmen.wko.at/immokorrekt-hausverwaltung-gmbh/tirol/?firmaid=febaa474-e24f-43a6-9a61-67eebc7cff84&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immolehner und finmotion gmbh,immoLEHNER & finMOTION GmbH,immoLEHNER & finMOTION GmbH,1,oberösterreich,c0f8f9b1-61aa-4a4d-8343-77bca41e9006,Mühlkreisbahnstraße 11 4040 Linz,,,,,https://firmen.wko.at/immolehner-und-finmotion-gmbh/ober%c3%b6sterreich/?firmaid=c0f8f9b1-61aa-4a4d-8343-77bca41e9006&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immooffice gmbh,ImmoOffice GmbH,ImmoOffice GmbH,1,wien,7c983caa-3f2c-47cd-940a-cfbf374fcf4b,Goldschmiedgasse 8/11 1010 Wien,,,,,https://firmen.wko.at/immooffice-gmbh/wien/?firmaid=7c983caa-3f2c-47cd-940a-cfbf374fcf4b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immoplus immobilienverwaltungs gmbh,Immoplus Immobilienverwaltungs GmbH,Immoplus Immobilienverwaltungs GmbH,1,vorarlberg,a5c62ce4-d2d8-472d-85e5-05d52bbab9c5,Arlbergstraße 119a 6900 Bregenz,http://www.immoplus.co.at/,http://www.immoplus.co.at/,office@immoplus.co.at,05574/520%2076-0,https://firmen.wko.at/immoplus-immobilienverwaltungs-gmbh/vorarlberg/?firmaid=a5c62ce4-d2d8-472d-85e5-05d52bbab9c5&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
immopure e u,ImmoPure e.U.,ImmoPure e.U.,1,tirol,4c0a7b29-adc4-4b5c-ba36-8f39cec2da02,Kuntenweg 2 6114 Kolsass,,,office@immopure.at,+436767069472,https://firmen.wko.at/immopure-eu-immopure-e-u/tirol/?firmaid=4c0a7b29-adc4-4b5c-ba36-8f39cec2da02&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
immosun hausverwaltungs gmbh,ImmoSun Hausverwaltungs GmbH,ImmoSun Hausverwaltungs GmbH,1,steiermark,513a0fd7-fb29-4470-a762-5c025444175b,"Mozartgasse 15, Tür 4 8073 Feldkirchen b.Graz",,,,,https://firmen.wko.at/immosun-hausverwaltungs-gmbh/steiermark/?firmaid=513a0fd7-fb29-4470-a762-5c025444175b&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immosys immobilien gesmbh,IMMOSYS Immobilien GesmbH,IMMOSYS Immobilien GesmbH,1,wien,fd796b69-72f5-4896-89f2-2bb64cafae46,Leibnizgasse 46 1100 Wien,http://www.immosys.at/,http://www.immosys.at/,immosys@immosys.at,01606%2017%2070-0,https://firmen.wko.at/immosys-immobilien-gesmbh/wien/?firmaid=fd796b69-72f5-4896-89f2-2bb64cafae46&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immotaurus living und management gmbh,IMMOTAURUS Living & Management GmbH,IMMOTAURUS Living & Management GmbH,1,steiermark,97cd34cd-af4e-4d60-abf6-714b9cb6b9d2,"Hans-Sachs-Gasse 14, Tür 25B 8010 Graz",,,,,https://firmen.wko.at/immotaurus-living-und-management-gmbh/steiermark/?firmaid=97cd34cd-af4e-4d60-abf6-714b9cb6b9d2&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
immoteam4you immobilien gmbh,IMMOTEAM4YOU IMMOBILIEN GmbH,IMMOTEAM4YOU IMMOBILIEN GmbH,1,oberösterreich,0730653b-e32e-47fd-888d-a383b3bc9380,Vorstadt 4 4840 Vöcklabruck,https://www.immoteam4you.at/,https://www.immoteam4you.at/,office@immoteam4you.at,+43767233389 | +4367762518228,https://firmen.wko.at/immoteam4you-immobilien-gmbh-immobilienmakler/ober%c3%b6sterreich/?firmaid=0730653b-e32e-47fd-888d-a383b3bc9380&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immototal immobilientreuhand gmbh,IMMOTOTAL Immobilientreuhand GmbH,IMMOTOTAL Immobilientreuhand GmbH,3,niederösterreich | wien,4dd8d49e-07ed-4c71-ae95-6ac751c87240 | 28d5fec4-6f3e-4490-a70c-2649651bddb6 | 464db760-0235-4942-867e-078b58e2e10e,"Klostergasse 15 2340 Mödling | Schwedenplatz 2, Tür 51 1010 Wien | Eisenbachgasse 11 1130 Wien",http://www.immototal.at/,http://www.immototal.at/ | https://www.immototal.at/,info@immototal.at,+43%20(2236)%2086%20888,https://firmen.wko.at/immototal-immobilientreuhand-gmbh/nieder%c3%b6sterreich/?firmaid=4dd8d49e-07ed-4c71-ae95-6ac751c87240&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immotrading gmbh,ImmoTrading GmbH,ImmoTrading GmbH,2,oberösterreich | wien,fea7c1a7-9d3b-42a9-92b0-521d1cc52e3a | 0166c874-7320-4d7e-88e8-a6ae24371968,Fabrikstraße 29 4600 Wels | Kärntner Ring 5-7 (RINGSTRASSENGALERIEN) 1010 Wien,,,,,https://firmen.wko.at/immotrading-gmbh/ober%c3%b6sterreich/?firmaid=fea7c1a7-9d3b-42a9-92b0-521d1cc52e3a&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immovewa gmbh,IMMOVEWA GmbH,IMMOVEWA GmbH,1,salzburg,ab7d3c8d-5006-46e4-b7f3-6a13859e8dc5,Markt 32 5450 Werfen,,,,,https://firmen.wko.at/immovewa-gmbh/salzburg/?firmaid=ab7d3c8d-5006-46e4-b7f3-6a13859e8dc5&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
immovision immobilienverwaltung ges m b h,Immovision Immobilienverwaltung Ges.m.b.H.,Immovision Immobilienverwaltung Ges.m.b.H.,1,wien,48369738-ec97-4987-9cc2-17bec53eea89,01 535 52 55 0676 535 53 53,http://www.immovision.at/,http://www.immovision.at/,office@immovision.at,01%20535%2052%2055 | 0676%20535%2053%2053,https://firmen.wko.at/immovision-immobilienverwaltung-gesmbh/wien/?firmaid=48369738-ec97-4987-9cc2-17bec53eea89&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
immovium hausverwaltung e u,Immovium Hausverwaltung e.U.,Immovium Hausverwaltung e.U.,1,niederösterreich,9133b83f-13bf-4dc8-ae78-e4dce5112a99,Kleingartensiedlung 68-70 2326 Maria-Lanzendorf,,,,,https://firmen.wko.at/immovium-hausverwaltung-eu/nieder%c3%b6sterreich/?firmaid=9133b83f-13bf-4dc8-ae78-e4dce5112a99&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
immow16 gmbh,ImmoW16 GmbH,ImmoW16 GmbH,1,wien,9f8b02dc-0b58-4f7a-be0e-4c7dfb517005,Wollzeile 16 1010 Wien,,,,,https://firmen.wko.at/immow16-gmbh/wien/?firmaid=9f8b02dc-0b58-4f7a-be0e-4c7dfb517005&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
imoinvestic gmbh,IMOINVESTIC GmbH,IMOINVESTIC GmbH,1,steiermark,1e5bdf58-62d8-449c-8abf-30dbe9287940,Öblarn 207 8960 Öblarn,,,,,https://firmen.wko.at/imoinvestic-gmbh/steiermark/?firmaid=1e5bdf58-62d8-449c-8abf-30dbe9287940&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
imova immobilientreuhand gmbh,IMOVA Immobilientreuhand GmbH,IMOVA Immobilientreuhand GmbH,1,vorarlberg,59c7bdbf-cc42-4198-9d93-d7a9a7aacd4d,"Werdenbergerstraße 39a, Top 2 6700 Bludenz",,,,,https://firmen.wko.at/imova-immobilientreuhand-gmbh/vorarlberg/?firmaid=59c7bdbf-cc42-4198-9d93-d7a9a7aacd4d&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
ims immobilien gesellschaft m b h,IMS Immobilien Gesellschaft m.b.H.,IMS Immobilien Gesellschaft m.b.H.,1,steiermark,b691ca9e-6843-4a70-b1b8-834225a005bd,Kalvarienbergstraße 76-78 8020 Graz,http://www.ims.or.at/,http://www.ims.or.at/,office@ims.or.at,0316/81%2010%2010-0,https://firmen.wko.at/ims-immobilien-gesellschaft-mbh/steiermark/?firmaid=b691ca9e-6843-4a70-b1b8-834225a005bd&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
ims kollegger gmbh,IMS Kollegger GmbH,IMS Kollegger GmbH,1,steiermark,3ab1b42a-a5ba-40f5-98c7-2095844f3dba,Infrastructure Management Services 0664 8317669,,,office@imsk.at,0664%208317669,https://firmen.wko.at/ims-kollegger-gmbh-infrastructure-management-services/steiermark/?firmaid=3ab1b42a-a5ba-40f5-98c7-2095844f3dba&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
imv immobilien management gmbh,IMV Immobilien Management GmbH,IMV Immobilien Management GmbH,4,niederösterreich | steiermark | wien,8a39d3d5-cfe4-4789-bbbf-1aeed095c331 | 005dd5bb-9688-4d9f-8867-92afaead6372 | 55f92d28-945e-4a96-aaf6-9fecdb14e641 | d6d4e90e-d7ee-46c1-92dd-03f32b46122c,"0316 90 303 | Hochstraße 1 2380 Perchtoldsdorf | Wiener Gasse 20, Tür 4 2380 Perchtoldsdorf | Paulanergasse 15 1040 Wien",http://www.imv.co.at/,http://www.imv.co.at/,office@imv.co.at,0316%2090%20303,https://firmen.wko.at/imv-immobilien-management-gmbh/steiermark/?firmaid=8a39d3d5-cfe4-4789-bbbf-1aeed095c331&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
increment real estate management gmbh,Increment Real Estate Management GmbH,Increment Real Estate Management GmbH,1,steiermark,fb43edca-a759-49f6-8844-e37e8adc3a38,Auwiesenweg 16b 8055 Graz,http://www.increment.at/,http://www.increment.at/,office@increment.at,,https://firmen.wko.at/increment-real-estate-management-gmbh/steiermark/?firmaid=fb43edca-a759-49f6-8844-e37e8adc3a38&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
infranorm technologie gmbh,Infranorm Technologie GmbH,Infranorm Technologie GmbH,1,oberösterreich,c52ce572-9a04-4e0c-a3eb-531cce5a3812,Bauernstraße 11 4600 Wels,https://www.infranorm.com/,https://www.infranorm.com/,office@infranorm.com,+43724293968150,https://firmen.wko.at/infranorm-technologie-gmbh-infranorm-technologie-gmbh/ober%c3%b6sterreich/?firmaid=c52ce572-9a04-4e0c-a3eb-531cce5a3812&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
ing alfred helmuth pehserl,Ing. Alfred Helmuth Pehserl,Ing. Alfred Helmuth Pehserl,1,steiermark,e5371691-9a84-4f20-85b2-2180cf714dca,Waltendorfer Hauptstraße 64 8010 Graz,,,amp@amp.st,00436642869991,https://firmen.wko.at/ing-alfred-helmuth-pehserl/steiermark/?firmaid=e5371691-9a84-4f20-85b2-2180cf714dca&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
ing andreas alfred wollein,Ing. Andreas Alfred Wollein,Ing. Andreas Alfred Wollein,1,wien,9809c4dd-5544-4128-8eab-9d0778f5bd4a,Altgasse 21 1130 Wien,http://realpartners.at/,http://realpartners.at/,office@realpartners.at,+43%201%20876%2066%2060,https://firmen.wko.at/ing-andreas-alfred-wollein-realpartners/wien/?firmaid=9809c4dd-5544-4128-8eab-9d0778f5bd4a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
ing andreas pristusek,Ing. Andreas Pristusek,Ing. Andreas Pristusek,1,niederösterreich,8b244d0a-c1eb-463a-a3b4-4112a5815d7d,"Franz Schubert-Straße 2, Tür 6 2320 Schwechat",,,,,https://firmen.wko.at/ing-andreas-pristusek/nieder%c3%b6sterreich/?firmaid=8b244d0a-c1eb-463a-a3b4-4112a5815d7d&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
ing angelika theresia kulmer,Ing. Angelika Theresia Kulmer,Ing. Angelika Theresia Kulmer,1,steiermark,a4c7a88d-12d0-4608-a100-08b87ab540d1,Rollsdorf 6 8181 St.Ruprecht/Raab,,,,,https://firmen.wko.at/ing-angelika-theresia-kulmer/steiermark/?firmaid=a4c7a88d-12d0-4608-a100-08b87ab540d1&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
ing christine friederike weber,Ing. Christine Friederike Weber,Ing. Christine Friederike Weber,1,niederösterreich,d39cb9f6-7ab1-4ea8-b69f-f88a3d30d70c,Grillparzergasse 3 3400 Kierling,http://www.i-w.at/,http://www.i-w.at/,immobilien@i-w.at,+43%202243%2025552 | +43%20664%202623454,https://firmen.wko.at/ing-christine-friederike-weber-immobilientreuh%c3%a4nder-sachverst%c3%a4ndigenb%c3%bcro/nieder%c3%b6sterreich/?firmaid=d39cb9f6-7ab1-4ea8-b69f-f88a3d30d70c&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
ing claudia zöberer,Ing. Claudia Zöberer,Ing. Claudia Zöberer,1,steiermark,f7a11bc3-c7c9-46ab-a5d3-9338f3ecf35e,"Kleinwöllmiß 128, Tür 6 8580 Kleinwöllmiß",,,,+43%20664%205451515,https://firmen.wko.at/ing-claudia-z%c3%b6berer/steiermark/?firmaid=f7a11bc3-c7c9-46ab-a5d3-9338f3ecf35e&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
ing clemens hirtl mba,"Ing. Clemens Hirtl, MBA","Ing. Clemens Hirtl, MBA",1,niederösterreich,f1974f99-ad36-48dd-b24d-c60d814438c1,Hangernstraße 13 2551 Enzesfeld-Lindabrunn,,,,,https://firmen.wko.at/ing-clemens-hirtl-mba/nieder%c3%b6sterreich/?firmaid=f1974f99-ad36-48dd-b24d-c60d814438c1&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
ing hermann ferdinand freitag,Ing. Hermann Ferdinand Freitag,Ing. Hermann Ferdinand Freitag,1,steiermark,deef4b36-edfb-4a7f-a9cc-11d0cfd96dcf,Franz-Schmidt-Weg 10 8046 Graz,,,office@hv-freitag.at,0316/71%2023%2039,https://firmen.wko.at/ing-hermann-ferdinand-freitag-immobilienverwaltung/steiermark/?firmaid=deef4b36-edfb-4a7f-a9cc-11d0cfd96dcf&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
ing jerome dominique büchel,Ing. Jerome-Dominique Büchel,Ing. Jerome-Dominique Büchel,1,vorarlberg,07c13f49-82ab-470a-ab93-9cdf09ed7e5b,Hof 1 6911 Lochau,,,,,https://firmen.wko.at/ing-jerome-dominique-b%c3%bcchel/vorarlberg/?firmaid=07c13f49-82ab-470a-ab93-9cdf09ed7e5b&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
