company_name,wko_rows,states,places,karriere_url,karriere_name,karriere_match_score,karriere_emp_min,karriere_emp_max,karriere_employee_evidence,karriere_jobs,karriere_location_hit
Just Immobilien GmbH,1,oberösterreich,4030 Linz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
KALA Immobilienmanagement GmbH,2,oberösterreich; wien,1060 Wien | 4020 Linz,https://www.karriere.at/f/kala-immobilienmanagement-gmbh,KALA Immobilienmanagement GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Kathrin Zauner,1,oberösterreich,5143 Feldkirchen bei Mattighofen,https://www.karriere.at/f/zauner-reisen,Zauner Reisen GmbH,74.1,31,50,Anzahl der Mitarbeiter*innen 31 - 50,153,False
Laimer Hausverwaltung GmbH,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Lang Living GmbH,1,oberösterreich,4050 Traun,https://www.karriere.at/f/living-inn,LIVING INN GmbH,76.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
Lebensräume Bau- und Verwaltungsgesellschaft mbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/lebensr%C3%A4ume-bau-und-verwaltungsgesellschaft,Lebensräume Bau- und Verwaltungsgesellschaft mbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Leitner Immobilien & Service GmbH,1,oberösterreich,4221 Steyregg,https://www.karriere.at/f/leitner,Leitner GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,16,False
LERPERGER Immobilien GmbH,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
LESTRA Hausverwaltung GmbH,1,oberösterreich,0732 931617,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Letzbor Hausverwaltungs GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/letzbor-hausverwaltungs-gmbh,Letzbor Hausverwaltungs GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
LIVEG Liegenschaftsverwaltung GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/tlv-tiroler-liegenschaftsverwaltung,TLV Tiroler Liegenschaftsverwaltung GmbH,88.5,,,,13,True
Living Solution MW GmbH,1,oberösterreich,4600 Wels,https://www.karriere.at/f/b-solution,b-solution GmbH,88.9,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,False
Ludwig Engel GmbH & Co KG,1,oberösterreich,4311 Schwertberg,https://www.karriere.at/f/steurer-ludwig-inh-ing-johann-steurer-maschinen-und-seilbahnbau,"Steurer Ludwig, Inh. Ing Johann Steurer Maschinen und Seilbahnbau GmbH & Co KG",76.9,31,50,Anzahl der Mitarbeiter*innen 31 - 50,153,False
m.e. Immobilien GmbH,1,oberösterreich,4600 Wels,https://www.karriere.at/f/real-home-immobilien-e-k,Real Home Immobilien E&K GmbH,92.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Mag. Brigitte Klein,1,oberösterreich,4861 Schörfling am Attersee,,,,,,,,
Mag. David Reisinger-Witzmann,1,oberösterreich,4020 Linz,https://www.karriere.at/f/welog-reisinger,WELOG Reisinger GmbH,75.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,153,False
Mag. Erwin Josef Hammerlitz,1,oberösterreich,4840 Vöcklabruck,https://www.karriere.at/f/mag-riss-josef,Mag. Riss Josef,78.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,34,False
Mag. Herbert Scheiblmair,1,oberösterreich,5230 Mattighofen,,,,,,,,
Mag. Martin Winklehner,1,oberösterreich,4502 St. Marien,,,,,,,,
Mag. Michael Thomas Karner,1,oberösterreich,4048 Puchenau,,,,,,,,
Manfred Penkner,1,oberösterreich,4209 Engerwitzdorf,,,,,,,,
Markus Schuster,1,oberösterreich,4063 Hörsching,https://www.karriere.at/f/josef-schuster,Josef Schuster GmbH,72.7,31,50,Anzahl der Mitarbeiter*innen 31 - 50,15,False
Martina Huber,1,oberösterreich,4822 Bad Goisern am Hallstättersee,,,,,,,,
MOVE GmbH & Co KG,1,oberösterreich,4810 Gmunden,https://www.karriere.at/f/move-ment-personal-und-unternehmensberatung,move-ment Personal- und Unternehmensberatung GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,5,False
Norikum Wohnungsbaugesellschaft m.b.H.,2,oberösterreich,4600 Wels,https://www.karriere.at/f/norikum-wohnungsbaugesellschaft,Norikum Wohnungsbaugesellschaft m.b.H.,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Oberbank Infrastruktur Management GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/oberbank,Oberbank AG,100.0,,,,32,True
Obermair Immobilien GmbH,1,oberösterreich,4400 Steyr,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
OCS Bauprojektierungs- u. VertriebsgmbH,1,oberösterreich,4864 Attersee am Attersee,https://www.karriere.at/f/sbt-vertriebsgmbh,SBT VertriebsgmbH,86.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
OCS Hausverwaltungs GmbH,1,oberösterreich,5310 Tiefgraben,https://www.karriere.at/f/tihv-tiroler-immobilien-hausverwaltungs-gmbh,TIHV Tiroler Immobilien Hausverwaltungs GmbH,88.2,,,,0,False
P17 Immobilienservice GmbH,1,oberösterreich,4400 Steyr,https://www.karriere.at/f/p17-immobilienservice,P17 Immobilienservice GmbH,100.0,,,,0,True
Parkrecht Verwaltungs GmbH,1,oberösterreich,4040 Linz,https://www.karriere.at/f/lsu-verwaltungs-gmbh,LSU Verwaltungs GmbH,84.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
PER Immobilien GmbH,1,oberösterreich,4600 Thalheim bei Wels,https://www.karriere.at/f/pr-immobilien,PR Immobilien GmbH,96.3,,,,0,False
Philip Gottfried Steinkogler,1,oberösterreich,4813 Altmünster,,,,,,,,
Plasser ImmobilienVerwaltung e.U.,1,oberösterreich,5122 Hochburg-Ach,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Praher Real GmbH,1,oberösterreich,4311 Schwertberg,https://www.karriere.at/f/sb-real,SB REAL GmbH,72.7,,,,1,False
PROCON Wohnbau GmbH,1,oberösterreich,4407 Dietach,https://www.karriere.at/f/procon-wohnbau,PROCON Wohnbau GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Pura Vida GmbH,1,oberösterreich,4650 Lambach,,,,,,,,
REALIA Liegenschaftsservice Gesellschaft m.b.H.,1,oberösterreich,4631 Krenglbach,,,,,,,,
Reindl Immobilien e.U.,1,oberösterreich,4020 Linz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Reischauer Consulting GmbH,1,oberösterreich,4600 Wels,https://www.karriere.at/f/reischauer-consulting,Reischauer Consulting GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,10,True
Sabrina Sacher,1,oberösterreich,4483 Hargelsberg,https://www.karriere.at/f/sabrina-schauer,Sabrina Schauer GmbH,89.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,False
Salinen Immobilien Gesellschaft m.b.H.,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/%C3%B6bv-immobilien-gesellschaft,ÖBV - IMMOBILIEN Gesellschaft m.b.H.,93.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
SAVONAROLA Baumanagement GmbH,1,oberösterreich,4101 Feldkirchen an der Donau,https://www.karriere.at/f/savonarola-baumanagement,Savonarola Baumanagement GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Schmied Immobilien KG,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Schmied-SELINA Verwaltung GmbH,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/schinnerl-verwaltung,Schinnerl Verwaltung GmbH,75.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,16,False
SELINA Hausverwaltung u. Facility-Management GmbH,1,oberösterreich,5310 Mondsee,https://www.karriere.at/f/smg-facility-management,SMG Facility Management GmbH,90.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Signitas Immobilien GmbH,1,oberösterreich,4840 Vöcklabruck,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Simon Kain KG,1,oberösterreich,4020 Linz,https://www.karriere.at/f/simon-kain,Simon Kain KG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Sirius Immobilien GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
SKH Hausverwaltung GmbH,1,oberösterreich,4844 Regau,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,88.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
SPERER Immobilien GmbH,1,oberösterreich,4600 Wels,https://www.karriere.at/f/seeber-immobilien,Seeber Immobilien,88.2,,,,13,False
SPK OÖ Immobilien GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
SPK OÖ M2 Immobilien GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Spree Verwaltung GmbH,1,oberösterreich,4040 Linz,https://www.karriere.at/f/vo-verwaltung-salzburg-stadt,VO Verwaltung GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Stegbuchner Hausverwaltung GmbH,1,oberösterreich,5124 Haigermoos,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Steinkogler Projektentwicklungs GmbH,1,oberösterreich,4802 Ebensee,https://www.karriere.at/f/compact-projektentwicklungs-gmbh,Compact Projektentwicklungs GmbH,82.6,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Steinkogler Wohnbau und Vermietungs GmbH,1,oberösterreich,4802 Ebensee am Traunsee,https://www.karriere.at/f/v5-vermietungs-gmbh,V5 Vermietungs GmbH,88.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Stüger Immobilientreuhänder e.U.,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/jt-immobilientreuh%C3%A4nder,JT Immobilientreuhänder GmbH,93.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Tabakfabrik Linz Entwicklungs- und Betriebsgesellschaft mbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/tabakfabrik-linz-entwicklungs-und-betriebsgesellschaft,Tabakfabrik Linz Entwicklungs- und Betriebsgesellschaft mbH,100.0,,,,0,True
TELLUS Realitäten GmbH,1,oberösterreich,4400 Sankt Ulrich bei Steyr,https://www.karriere.at/f/dk-realit%C3%A4ten,DK Realitäten GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Traunmüller Realitäten GmbH,1,oberösterreich,0043 660 674 0 487,https://www.karriere.at/f/dk-realit%C3%A4ten,DK Realitäten GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Verein zur Förderung der Expertis Gruppe - BBRZ BFI FAB,1,oberösterreich,4020 Linz,https://www.karriere.at/f/bbrz-gruppe,Expertis Gruppe,100.0,,,,1,True
Verwaltungszone GmbH,1,oberösterreich,0664 3402066,,,,,,,,
Vilicus Real GmbH,1,oberösterreich,4400 Steyr,https://www.karriere.at/f/avium-real,Avium Real GesmbH,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Vita Liegenschaftsverwaltungs GmbH,1,oberösterreich,0732 66 04 24,https://www.karriere.at/f/zurich-immobilien-liegenschaftsverwaltungs-gesmbh,Zurich Immobilien Liegenschaftsverwaltungs-GesmbH,90.6,11,30,Anzahl der Mitarbeiter*innen 11 - 30,10,False
Viviamo Immobilien GmbH,2,oberösterreich; wien,1070 Wien | 4600 Wels,https://www.karriere.at/f/viviamo-immobilien,Viviamo Immobilien GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
VIVIR Holding GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/vivir-holding,VIVIR Holding GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Wartecker Immobilientreuhand OG,1,oberösterreich,4810 Gmunden,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Westpark Immomanagement GmbH,1,oberösterreich,4600 Wels,https://www.karriere.at/f/westpark-immomanagement,WestPark Immomanagement GmbH,100.0,,,,0,True
WILLA Immobilien GmbH,1,oberösterreich,4060 Leonding,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Wimmer Hausverwaltung GmbH,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Wimmer Immobilien GmbH,1,oberösterreich,4820 Bad Ischl,https://www.karriere.at/f/wimmer-immobilien-service,Wimmer Immobilien Service GmbH,100.0,,,,13,False
Wohnbau 2000 Gesellschaft mbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/brandschutz-2000-systemvertrieb-gesellschaft,brandschutz 2000 systemvertrieb gesellschaft m.b.H.,81.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
Wohnbauservice Immobiliengesellschaft mit beschränkter Haftung,1,oberösterreich,4111 Walding,https://www.karriere.at/f/kremser-immobiliengesellschaft,Kremser Immobiliengesellschaft mbH,84.6,,,,13,False
WPS Consulting GmbH,1,oberösterreich,4020 Linz,https://www.karriere.at/f/phs-consulting,PHS Consulting GmbH,92.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,16,True
Barbara Lipovsky,1,burgenland,7202 Bad Sauerbrunn,,,,,,,,
Buchinger Immobilien GesmbH,1,burgenland,7052 Müllendorf,https://www.karriere.at/f/immobilien-weichinger,Immobilien Weichinger GmbH,87.8,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Christian Stefan Kutrowatz,1,burgenland,7222 Rohrbach bei Mattersburg,https://www.karriere.at/f/stefan,Stefan GmbH & Co KG,75.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,False
Christine Friederike Sutrich,2,burgenland; wien,1110 Wien | 7111 Parndorf,,,,,,,,
Consultatia GmbH,1,burgenland,7162 Tadten,,,,,,,,
Dreiraum GmbH & Co KG,1,burgenland,2473 Potzneusiedl,,,,,,,,
EGP Immoconsult GmbH,1,burgenland,7021 Draßburg,,,,,,,,
einsimmo GmbH,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/einsimmo,einsimmo GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
EKO Immobilien Verwaltungs- u. Vermittlungsgesellschaft m.b.H.,2,burgenland; wien,1070 Wien | 7551 Stegersbach,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
FAPO Immobilien Consulting GmbH,1,burgenland,8292 Hackerberg,https://www.karriere.at/f/4m-immobilien-consulting-co,4M Immobilien&Consulting GmbH & CO KG,89.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
FIG Immobilien e.U.,1,burgenland,7033 Pöttsching,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
GFR Gebäude- und Facilitymanagement GmbH,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/zhs-office-facilitymanagement-wien,ZHS Office- & Facilitymanagement GmbH,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Grabner Immobilien GmbH,1,burgenland,7350 Oberpullendorf,https://www.karriere.at/f/grand-immobilien,Grand Immobilien,88.2,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
HOPE GmbH,1,burgenland,7210 Mattersburg,https://www.karriere.at/f/hope,HOPE GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Immobilienverwaltung Cvitkovits KG,2,burgenland; wien,1150 Wien | 7431 Bad Tatzmannsdorf,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Ing. Kai-Uwe Reisner,1,burgenland,2443 Leithaprodersdorf,,,,,,,,
Ing. Szmolyan KG,1,burgenland,7463 Weiden bei Rechnitz,,,,,,,,
Ing. Werner Wilhelm Bayer,1,burgenland,7435 Holzschlag,,,,,,,,
IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/ivb-immobilienvermarktung-bautr%C3%A4ger,IVB Immobilienvermarktung & Bauträger GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
"Karl Wolfgang Schwarz, MBA",1,burgenland,7210 Mattersburg,,,,,,,,
KW Immobilien GmbH,1,burgenland,7163 Andau,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,92.3,,,,0,False
LIVEG - Immobilienverwaltungs- gesellschaft m.b.H.,1,burgenland,7350 Oberpullendorf,https://www.karriere.at/f/homebase-immobilienverwaltungs-gmbh,Homebase Immobilienverwaltungs GmbH,82.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Mag. Doris Schreiner GmbH,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/mag-doris-schreiner,Mag. Doris Schreiner GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Mag. Johann Adorjan,1,burgenland,7400 Oberwart,https://www.karriere.at/f/mag-johann-eder,Wirtschaftstreuhänder Mag. Johann Eder,71.4,11,30,Anzahl der Mitarbeiter*innen 11 - 30,47,True
Mag. Viktoria Renate Schandl,1,burgenland,7000 Eisenstadt,,,,,,,,
Malloth Immobilien GmbH,2,burgenland; wien,1040 Wien | 7142 Illmitz,https://www.karriere.at/f/malloth-partner-immobilien-gmbh-kg,Malloth & Partner Immobilien GmbH & Co KG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,14,True
Manfred Hofer,1,burgenland,7540 Güssing,https://www.karriere.at/f/manfred-hofer-gesellschaft,Manfred Hofer Gesellschaft m.b.H.,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
PANREAL GmbH,1,burgenland,7000 Eisenstadt,,,,,,,,
PDS Personal and Defence Solutions GmbH,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/solutions,Solutions,100.0,,,,14,False
PIK SÜD GMBH,1,burgenland,7410 Loipersdorf-Kitzladen,,,,,,,,
Pinetz Holding GmbH,1,burgenland,7132 Frauenkirchen,https://www.karriere.at/f/spitzer-holding,Spitzer Holding GmbH,82.8,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,False
Radakovits Hausverwaltung GmbH,2,burgenland,7400 Oberwart | 7435 Unterkohlstätten,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Real 2000 Immobilienbeteiligungs- gesellschaft m.b.H.,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/sb-real,SB REAL GmbH,72.7,,,,1,False
Realitäten Gossy GmbH,1,burgenland,7400 Oberwart,https://www.karriere.at/f/dk-realit%C3%A4ten,DK Realitäten GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
SEE.HAUS Weiden Betriebs GmbH,1,burgenland,7121 Weiden am See,https://www.karriere.at/f/see-haus-weiden-betriebs-gmbh,SEE.HAUS Weiden Betriebs GmbH,100.0,51,100,Anzahl der Mitarbeiter*innen 51 - 100,2,True
Seepark Weiden Verwaltungs- und Betriebsgesellschaft m.b.H.,1,burgenland,7121 Weiden am See,https://www.karriere.at/f/atempo-betriebsgesellschaft-mbh,atempo Betriebsgesellschaft mbH.,85.1,51,100,Anzahl der Mitarbeiter*innen 51 - 100,34,False
Vektorraum GmbH,1,burgenland,2473 Potzneusiedl,,,,,,,,
WAB Beteiligungen und Risikomanagement GmbH,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/wwg-beteiligungen,WWG Beteiligungen GmbH,86.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Wirtschaftsagentur Burgenland GmbH,1,burgenland,7000 Eisenstadt,https://www.karriere.at/f/wirtschaftsagentur-burgenland,Wirtschaftsagentur Burgenland GmbH,100.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,10,True
Zalán Lingurár,1,burgenland,7081 Schützen am Gebirge,,,,,,,,
"""Augum"" Handelsgesellschaft m.b.H.",1,wien,1180 Wien,https://www.karriere.at/f/rag-handelsgesellschaft,RAG Handelsgesellschaft m.b.H.,93.3,51,100,Anzahl der Mitarbeiter*innen 51 - 100,59,True
"""EUROFINA"" Liegenschaftsverwertungs Gesellschaft m.b.H.",1,wien,1080 Wien,,,,,,,,
"""G1"" Immobilienbesitz GmbH",1,wien,1010 Wien,https://www.karriere.at/f/nechasim-immobilienbesitz,Nechasim Immobilienbesitz GmbH,91.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
"""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H.",1,wien,1180 Wien,https://www.karriere.at/f/hausverwaltung-franz-dangl,Hausverwaltung Franz Dangl Gesellschaft m.b.H.,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
"""Hausverwaltung und Realkanzlei Sylvia Hort"" e.U.",1,wien,1190 Wien,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
"""kabelwerk"" bauträger gmbh",1,wien,1120 Wien,https://www.karriere.at/f/s1-bautr%C3%A4ger,S1 Bauträger GmbH,85.7,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
"""Kontakt"" Handelsgesellschaft m.b.H.",1,wien,1160 Wien,https://www.karriere.at/f/rag-handelsgesellschaft,RAG Handelsgesellschaft m.b.H.,92.6,51,100,Anzahl der Mitarbeiter*innen 51 - 100,59,True
"""Objektverwaltung 360"" Liegenschaftsverwertung GmbH",1,wien,1140 Wien,https://www.karriere.at/f/immola-liegenschaftsverwertung-und-projektentwicklungs-gmbh,IMMOLA Liegenschaftsverwertung und Projektentwicklungs GmbH,73.5,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
"""Prinz Eugen"" Immobiliengesellschaft m.b.H.",1,wien,1210 Wien,https://www.karriere.at/f/kremser-immobiliengesellschaft,Kremser Immobiliengesellschaft mbH,84.6,,,,13,True
"""PRISMA"" Zentrum für Standort- und Stadtentwicklung GmbH",1,wien,1090 Wien,https://www.karriere.at/f/prisma-zentrum-f%C3%BCr-standort-u-stadtentwicklung,Prisma Zentrum für Standort- u Stadtentwicklung GmbH,97.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
3fach Immobilien OG,1,wien,1160 Wien,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
A & K FALLY Immobilienbesitz & Verwaltung GmbH,1,wien,1130 Wien,https://www.karriere.at/f/zbd-verwaltung,ZBD Verwaltung GmbH & Co KG,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,2,True
A. Brandstetter & Co. KG.,1,wien,1130 Wien,https://www.karriere.at/f/adhouse-brandstetter-wahl,ADhouse Brandstetter & Wahl OHG,94.1,1,10,Anzahl der Mitarbeiter*innen 1 - 10,23,True
A1 Telekom Austria Aktiengesellschaft,1,wien,1020 Wien,https://www.karriere.at/f/a1-telekom-austria,A1 Telekom Austria AG,100.0,,,,19,True
"ABW - SCHUSTER Allgemeine Bauträger, Wohnungseigentum & Immobilienverwaltung Nfg. GmbH & Co KG",1,wien,1080 Wien,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
ADJOKAT Hausverwaltungs GmbH,1,wien,1230 Wien,https://www.karriere.at/f/hv-24-hausverwaltungs-gmbh,HV 24 Hausverwaltungs GmbH,83.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Aedis Hausverwaltung GmbH,1,wien,1180 Wien,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,89.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Agnes Kratochwil,1,wien,1180 Wien,,,,,,,,
Agoreal Immobilien GmbH,1,wien,1010 Wien,https://www.karriere.at/f/agoreal-immobilien,Agoreal Immobilien GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Alexander Georg Frieders,1,wien,1090 Wien,https://www.karriere.at/f/auer-alexander,Auer Alexander,78.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Alexander Michael Vollmann,1,wien,1130 Wien,https://www.karriere.at/f/auer-alexander,Auer Alexander,78.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Alfons Metzger Hausverwaltung Immobilien Management GmbH,1,wien,1060 Wien,https://www.karriere.at/f/alfons-metzger-hausverwaltung-immobilien,Alfons Metzger Hausverwaltung Immobilien,100.0,,,,13,True
